Problem,Specialist
আজ বেশকিছু দিন ধরেই বার বার আত্মহত্যা করতে ইচ্ছে করছে বার বার। আমার ভিতরটা প্রিতিটা সেকেন্ডে জ্বলে পুড়ে ছারখার হয়ে যাচ্ছে।,Psychiatrist
আমার নিয়মিত পিরিয়ড হয় না। আর সবসময় এক রঙের রক্ত বের হয় না।,Gynecologist
আমার নাতির মাড়ি ফুলে থাকে দাঁত ব্রাশ করতে গেলে রক্ত বের হয়,Dentist
আমার হাজবেন্ডের চুল পরে যাচ্ছে আর মাথায় অনেক খুশকি আছে। ওর প্রায় সারা বছরই খুশকি থাকে,Skin
পাগল হয় যাচ্ছি বুকের ভিতর ভারী ভারী লাগতেছে খাওয়া নামতেছে নাহ গলা দিয়ে আমার।বাসায় জানলে আমাকে রাখবে নাহ নিজেকে কিভাবে সামলাবো?,Psychiatrist
আগে অনেক ধৈর্য ছিল এখন থাকেনা। হটাৎ অনেক কান্না আসে। কেউ একটু খারাপ ব্যবহার করলেই ইচ্ছে করে যেয়ে মেরে আসি। আমি আগে সুইসাইড করতে গিয়েছিলাম।,Psychiatrist
অতিরিক্ত টেনশন থেকে কি কি সমস্যা হতে পারে?,Psychiatrist
কারো কাছে কোনো এক্সপেকটেশন না রেখে কিভাবে নিজেই নিজের মন ভালো রাখা যায়? কিভাবে নিজেকে ভালো রাখা যায়?,Psychiatrist
আমার স্তনে অনেক ব্যথা করে,Surgery
আমার বোনের নিপল অনেক চুল্কায় আর চুল্কালে লাল হয়ে থাকে পানিও বের হয়,Surgery
ওসিডি থেকে কিভাবে মুক্তি পাওয়া যায়?,Psychiatrist
"Over thinking থেকে কিভাবে মুক্তি পাব🙂, পাগল হয়ে যাচ্ছি ভাই..",Psychiatrist
"জীবন হল সাইকেল চালানোর মত। আপনার ভারসাম্য বজায় রাখতে, আপনাকে অবশ্যই চলতে হবে।",Psychiatrist
সব কিছু হারিয়ে আজকে আমি নিনিঃস্ব। না পারছি মরতে না পারছি বাছতে কি করবো বুঝতে পারছি না।,Psychiatrist
আমার চোখের মনির পাশে তৈলাক্ত হয়ে থাকে আর লাল রেখার মত উঠে আর চোখ অনেক চুল্কায়,Ophthalmologist
আমি একজন ছাএী । আমার পড়ালেখাতে অনেক অনেক সমস্যা হচ্ছে এই ocd রোগের জন্য। এখন আমি কি করবো বুঝতে পারছি না।,Psychiatrist
আচ্ছা আপনার কি মনে হয় মন ভালো থাকলে শরীর ভালো থাকে নাকি শরীর ভালো থাকলে মন ভালো থাকে?,Psychiatrist
আমার দাঁতের মাড়ি প্রচন্ড ব্যথা অনুভব করছি,Dentist
"আসসালামু আলাইকুম! 
জীবন নিয়ে অতি হতাশ, অনেক প্রশ্ন মনে জমা! কোনটা করলে ঠিক হবে আর কোনটা করলে ভুল কিছুই বুঝে উঠতে পারতেছি না! ফ্যামেলির সাথেও শেয়ার করার মত সিচুয়েশন নেই! এমন অবস্থায় কি করা উচিত?",Psychiatrist
কেন জানি আমি মেয়েদের থেকে ছেলেদের প্রতি বেশি আকৃষ্ট হই। আমি এসব থেকে বের হতে চাই। কিন্তু পারি না। ভালো পরামর্শ থাকলে দিবেন। নচেৎ হাসাহাসি/গালাগালি করবেন না।,Psychiatrist
আমার কানে অনেক ব্যথা করছে আর পুঁজের মত সাদা পানিয় বের হচ্ছে,ENT
আমার নাক বন্ধ আর সর্দির সাথে রক্ত পরে,Medicine
আজ আপনার সময় কাল আমার। তাই যাই করুন ভেবেচিন্তে করুন। সময়মতো সবকিছু সুদে-আসলেই ফিরে পাবেন।,Psychiatrist
"আমি ধুলায় গেলেই আমার নাক, মুখ চুল্কায় আর অনেক হাঁচি আসে",Medicine
আমার ভাইয়ার পেট ফুলে ফেপে আছে আর বমি করছে,Medicine
"আমি যখন এই কারো কষ্টের কথা শুনি তখন আমি খুব ইমোশনাল হয়ে যায়, যার কষ্টের কথা শুনি সে কান্না করার আগে আমি কান্না করি, এর পর সারাক্ষণ ঐ বিষয়টা খালি মনে পরে আর আমি সাভাবিক থাকতে পারি না..",Psychiatrist
আমার প্রস্রাবের অনেক চাপ আসে কিন্তু সেই তুলনায় খুব কম প্রস্রাব হয়। আর অনেক ব্যথা করে।,Medicine
যথেষ্ট কাজ জানা সত্তেও শুধুমাত্র কনফিডেন্স এর অভাবে কোথাও ইন্টারভিও দিতে ভয় কাজ করা বা ইন্টারভিও দিলেও ভালো না হওয়ার ব্যাপারটা কাটিয়ে তুলে চমৎকার ভাবে নিজেকে কিভাবে রিপ্রেজেন্ট করা যায়??,Psychiatrist
আমার মেয়ের স্তনে অনেক ব্যথা করে। ও বিবাহিত না।,Gynecologist
কাল রাতে চমকে যেয়ে বুক এমন ছ্যাত করে উঠছে এমন ছ্যাত করে উঠছে যে আজকে ঘুম থেকে উঠেও বুক ধড়ফড় যাচ্ছে না উফ,Psychiatrist
আমার মেয়ের মাত্র ১৫ বছর বয়স কিন্তু ওর এখনই দাঁত পরে যাচ্ছে,Dentist
আজ ৭ মাস ধরে এইডস নামের এক অসুখ নিয়ে নানা রকম দুশ্চিন্তায় আছি।,Psychiatrist
কালকে থেকে আমি চোখে ঝাপ্সা দেখছি,Ophthalmologist
আমি খুব মানসিক অশান্তিতে ভুগি।মাঝেমধ্যে মনে হয় সবই আমার নিজের ভুল।আমি কি করবো বুঝতে পারছি না।,Psychiatrist
"মনে শান্তি পাইনা ,,প্রচুর টাকার চিন্তা, সফলতার অনিশ্চিয়তা, কিছুই পারবো না, পরিবার এর মাঝে ঝামেলা,, এইসব চিন্তা মাথায় আশে সবসময়😓মুক্তির উপায় আছে?",Psychiatrist
আমি এখন খুব দুশ্চিন্তায় আছি। আমার বাবা কিছুদিন আগে মারা গেছে। এখন আমার মনে হয় আমিও মরে যাবো। আমি অনেক বার অসুস্থ হয়েও পড়ছি।,Psychiatrist
আমার কপাল অনেক ব্যথা করে। ছোটো লিখা পড়তে গেলে চোখ আর কপাল ব্যথা করে,Medicine
আমার নিজেকে আর ভালোলাগে না। প্রচন্ডভাবে ভেঙে গেছি। সব সময় অশান্তি লাগে ঘুম খাওয়া সব শেষ। বেচে থাকতে ইচ্ছে করে না।সবাই ভালো থাকুক,Psychiatrist
আমিও ওসিডি সমস্যায় প্রায় সাত বছর ধরে ভুগছি। শুধু ধর্ম সংক্রান্ত না আরও অনেক কিছু নিয়ে অনেক ভয় পাই। কিভাবে এই রোগের treatment করাতে পারি এবং কেমন টাকা লাগবে বল্লে খুব উপকৃত হতাম,Psychiatrist
মনে হয় হটাৎ করে যদি মরে যেতাম তাহলে মনে হয় অনেক লাভই হত। এই depression থেকে বের হবার পথ কিভাবে বের করবো তা আমার অজানা ।,Psychiatrist
আমার মুখ শুকিয়ে আসে আর পানির পিপাসা লাগে অনেক বেশি।,Medicine
আমার মায়ের অনেক বুকে ব্যথা হয় কাশি দেওয়ার সময় বুকে অনেক ব্যথা করে। আর আম্মুর শরীর অনেক দূর্বল হয়ে গিয়েছে।,Cardiologist
"আমার শরীর অনেক ব্যথা করে ঠিকমত নরমাল কাজও করতে পারি না, দুর্বল লাগে",Medicine
দিন দিন স্মৃতি শক্তি হারিয়ে ফেলতেছি। পড়াশোনা মনে রাখতে পারিনা। অল্পতেই সব ভুলে যাই। স্মৃতি শক্তি রাড়ানোর উপায় কি?,Psychiatrist
জীবন নিয়ে হতাশা ও অস্থিরতা থেকে কিভাবে মুক্তি পেতে পারি,Psychiatrist
আমার অনেক ঘন ঘন পায়খানা হচ্ছে,Medicine
আমার মায়ের পিরিয়ড হলে পেট অনেক ব্যথা করে,Gynecologist
আজেবাজে চিন্তা মনে আসলে কি করব কেও বলেন??,Psychiatrist
আমার মুখে ঘা এর মত হয়েছে আর পুঁজ বের হয়,Surgery
আমার বোনের গলা ফুলে আছে একদম শক্ত থকথকে দলার মত হয়েছে আর এটা বড় হচ্ছে,Surgery
আমি বেশিক্ষন হাঁটতে গেলে অনেক শ্বাসকষ্ট হয়,Medicine
আমার কানের শ্রবন শক্তি কমে গিয়েছে মনে হচ্ছে কথা শুনতে কষ্ট হয়,ENT
একটু গরম লাগলেই আমার মাথা ঘুরায় এবং বমি বমি লাগে,Medicine
আমার বোনের স্তন গোল চাকার মত হয়ে আছে আর চাপ দিলে পুঁজের মত বের হয়,Surgery
একতরফা ভালোবাসা থেকে কিভাবে মুক্তি পাবো প্লিজ বলবেন??? আমি তাকে সারাজীবনের জন্য ভুলে যেতে চাই।,Psychiatrist
দীর্ঘ এক মাসের অধিক অনেক বেশি ডিপ্রেশন এ ভুগতেছি। অনেকবার আত্মহ*ত্যা র পথ ও বেঁচে নিয়েছিলাম। :),Psychiatrist
আমার গলার স্বর পাল্টে গেছে এখন কথা বলতে গেলেও অনেক কষ্ট হয়,ENT
আমার নিপলে লাল গোটার মত বের হয়েছে এবং লাল হয়ে আছে।,Gynecologist
আমার চোখ খুব ব্যথা করে,Ophthalmologist
আমার স্তন অস্বাভাবিক ভাবে বড় হচ্ছে আর শক্ত হয়ে যাচ্ছে,Surgery
"প্রতারিত হওয়া মানুষ টা জানে কষ্ট কি জিনিস। দিন রাত ২৪ ঘন্টা চোখের পানি ঝড়ে, স্মৃতি পোড়ায়। অসহায় লাগে কিছু করার থাকেনা",Psychiatrist
আমি নিজেকে স্থির করতে পারছিনা। মানসিক বিপর্যস্ত ভেঙ্গে গিয়েছি। বার বার চেষ্টা করেছি।,Psychiatrist
"আমার প্রচুর রাগ, কোনোভাবেই রাগ নিয়ন্ত্রণ করতে পারছিনা, আমার কারও সাথে কথা বলতে ভালো লাগেনা মানুষের সামনে যেতে ভালো লাগেনা, কিচ্ছু ভালো লাগেনা, ভালো নাই আমি, আমি কিভাবে একটু ভালো থাকতে পারি??",Psychiatrist
আমি সুইসাইডাল হয়ে যাচ্ছি। আমার পাশে থেকে সান্ত্বনা দেওয়ার মতোন একটা লোক ও আজ নেই আমার সাথে বন্ধু বান্ধব সবাই ব্যস্ত। বিশেষ কেউ ও আমার নেই। সবকিছু মিলিয়ে মানসিক ভাবে আমি শেষ হয়ে যাচ্ছি।,Psychiatrist
আমার মেয়ে চোখে ঠিকমত দেখতে পারে না,Ophthalmologist
আজকাল মারা যেতে ইচ্ছা করে। কিন্তু সাহস পাইনা। এমন কোনো উপায় কি আছে যেন সবকিছু আগের মতো ঠিক হয়ে যায়? বড্ড হতাশ আমি। এসব ভেবে ভেবে অসুস্থ হয়ে পড়ছি। অপরাধবোধ কুরে কুরে খাচ্ছে।,Psychiatrist
"জীবনে কখনো আনন্দ থাকে আর কখনো কষ্ট। সব সময় আমি সুখের আশা করি না, আর সব সময় কষ্ট সহ্য করতে পারি না। হয়তো তুমি অকারনে ই একটু বেশি কষ্ট দাও, যেটা আমার সহ্যের বাইরে।”",Psychiatrist
আমার বাচ্চার শরীর অনেক খশখশে হয়ে থাকে আর ফেটে যায়,Skin
আবার ইচ্ছে করে কাউকে কিছু মা বলে দূরে কোথাও চলে যাই।মেয়ে তো সেফটির কারনে সেটাও যেতে সাহস পাচ্ছিনা।,Psychiatrist
আমার মুখ থেকে অনেক দুর্গন্ধ আসে,Dentist
আমি বহুবার ডিপ্রেশনে ভুগেছি। একবার এমন হয়েছিলো যে ডিপ্রেশন কাটিয়প উঠতে ১ বছরেরও বেশি সময় লেগেছে। আর একবার ডিপ্রেশনে ছিলাম প্রায় ১ বছরের মতো। এছাড়াও আরো কয়েকবার ডিপ্রেশনে ছিলাম,Psychiatrist
আমি কোথাও তাকালে পর্দার মত পরতে দেখি খুব অস্বস্তি লাগে তখন,Ophthalmologist
যে শৃঙ্খলা ব্যতিরেকে জীবনযাপন করে সে কোন সম্মান ছাড়াই মারা যায়।,Psychiatrist
আমার আস্তে আস্তে ওজন কমে যাচ্ছে আর বমি ভাব আর বমি হয়। দূর্বল লাগে।,Medicine
আমার মাঝে মাঝেই হজমে সমস্যা হয়। পেট ফুলে ফেপে থাকে আর অনেক ব্যথা করে। ,Medicine
"আমি সব কিছু ভুলে যাই, মূহুর্তের ভিতর ভুলে যাই! কিছুই মনে করতে পারি না। খুব সমস্যা হচ্ছে দৈনন্দিন জীবনে
এর কি কোন চিকিৎসা আছে?",Psychiatrist
"হঠাৎ করে মন খারাপ হয়ে যায়, দুনিয়াদারী অসহ্য মনে হয় তখন। কিছু ভালো লাগে নাহ। কি জন্য বেঁচে আছি, কি করলাম জীবনে শুধু এগুলাই মাথায় ঘুরে তখন।",Psychiatrist
আমার মায়ের রাতে ঠিকমত ঘুম হয় না,Medicine
আমার মেয়ের চোখ অনেক বেশি ব্যথা করে আর তার জন্য মাথাও ব্যথা করে।,Ophthalmologist
আমার পা ফুলে যায় আর অনেক ব্যথা করে।,Orthopedic
আমার চোখ হঠাৎ করে খুব ব্যথা শুরু করে দেয়,Ophthalmologist
আমার মেয়ের প্রস্রাব করার সময় অনেক জ্বালাপুড়া করে আর বমি করে।,Medicine
আমার মেয়ের স্তন ফুলে বড় হয়ে আছে আর অনেক ব্যথা করে,Surgery
অনেক বেশি মানষিক চাপ দুর করার উপায় কি হতে পারে 🙂,Psychiatrist
"মানুষের কাছে সবসময় খারাপ সাজা বা খারাপ সাজতে ভালো লাগা,, বা সবকিছু negatively নেওয়া,, সবসময় নিজেকে একা একা অনুভব করা,, হটাৎ করে মন খারাপ হয়ে যাওয়া, এগুলো কি normal নাকি মানুষিক কোনো সমস্যা?",Psychiatrist
"অতিরিক্ত নরম স্বভাবের হওয়া কি কোন মানসিক রোগ?হলে সেটা থেকে নিজেকে শক্ত কিভাবে করবো যাতে খুব সহজে কষ্ট না পাই, কেউ মন ভাঙতে না পারে।",Psychiatrist
আমার দাদার অনেক বুকে ব্যথা হয় সিঁড়ি বেয়ে উঠতে গেলে শ্বাস নিতে পারেন না,Cardiologist
আমার আব্বু আম্মুর ডিভোর্স হয়েছিলো আমি অনেক কষ্ট পেয়েছিলাম! এসব অতীতে ঘটে যাওয়া খারাপ ঘটনা আমি শুধু বার বার স্বপ্নে দেখি😭 খুব ভয় পাই! এমন স্বপ্ন আর দেখবো না এমন কি কোনো উপায় আছে? 😭😭😭,Psychiatrist
আমার বুকে ব্যথা হয় আর বেশিক্ষন শ্বাস ধরে রাখতে পারি না।,Medicine
আমার মেয়ে ৫ মাসের প্রেগন্যান্ট কিন্তু ওর পিরিয়ডের মত রক্ত বের হচ্ছে,Gynecologist
আমার অনেক গ্যাস্ট্রিকের সমস্যা করে,Medicine
"আমি একদম একা। সবসময় ডিপ্রেশনে থাকি। আমি মরে গেলেও হয়তো কেউ আফসোস করবে না, খুঁজ নিবে না।",Psychiatrist
"ছোট খাটো ঘটনা বা যেকোনো ব্যপার, আমি অনেক বড় করে ভাবি, যা আসলে কিছুই না। সব সময় নেগেটিভ ভাবি, আর চিন্তাটা সারাক্ষণ থাকে। একারনে আমার মাথা ও বোকে ব্যথা হয়, ঔষধ খাওয়ার পর ও ঠিক হচ্ছে না। করনীয় কি 🙂",Psychiatrist
আমার মেয়ের চোখের নিচে অনেক কালো দাগ পরেছে আর মুখ অনেক খশখশে হয়ে থাকে,Skin
তবে আল্লাহর উপর ভরসা রাখাই তার মহা ঔষুধ,Psychiatrist
আমার খুব ঘুম ঘুম লাগে কিন্তু ঠিকমত ঘুমও হয় না,Medicine
অনেক ডিপ্রেশনে আছি। সারাক্ষণ শুধু সুসাই*ড এর কথা মাথায় আসে। কি করলে শান্তি পাবো!???,Psychiatrist
আমার মেয়ে লাইট এর দিকে তাকালে বিভিন্ন রঙ দেখতে থাকে। অনেকটা রংধনুর মত,Ophthalmologist
৫| আমার ধর্ম মানতেও অনেক সমস্যা হয়।,Psychiatrist
ভীষন রাগী আমি।ইদানীং যেন বেড়েই চলেছে।আর এর ইফেক্ট শরীরেও পরতেসে।ইভেন রিলেশনশীপেও।আমি চাচ্ছি সাইকিয়াট্রিস্ট দেখাতে.. চট্টগ্রামে কোথায় ভালো সাইকিয়াট্রিস্ট আছে?? কেউ জানলে প্লিজ হেল্প।,Psychiatrist
আমার শরীরের কোনো অংশে কেটে গেলে সহজে রক্তক্ষরণ বন্ধ হয় না,Medicine
আমার ছেলের অনেক জ্বর এবং সারা শরীরে গোটা উঠেছে ,Medicine
১. শরীর সবসময় ক্লান্ত লাগে,Psychiatrist
আমি ছোট ছোট বিষয় নিয়ে অনেক দুশ্চিন্তা করি। ছোট বিষয় কে টেনে-হিচরে বড় বানাই। সারাক্ষণ চিন্তা করি মানুষ আমাকে নিয়ে কি ভাবলো। এছাড়া মানুষের সাথে মিশতেও ভালো লাগেনা। এসবের থেকে রক্ষা পেতে চাই।,Psychiatrist
আমার ঘুম আসে না হাজার চেষ্টা করেও,Medicine
আমার জীবনের প্রতি বিতৃষ্ণা এসে গেছে।,Psychiatrist
প্রচন্ড মানসিক যন্ত্রণায় আসি ।কি ভাবে এ সমস্যা থেকে মুক্তি পেতে পারি???,Psychiatrist
আমার বাবা কোনো শব্দ বেশিক্ষন সহ্য করতে পারে না। অনেক মাথা ব্যথা করে,Medicine
আমার মায়ের কপালের দুই দিকে অনেক ব্যথা করে আর নিচের দিকে ঝুকলে মাথা ব্যথা করে,Medicine
শুধু হাসবেন্ড এর কাছে টাইম চাইছিলাম তা তা যদি না দপয় তো বে*চে থেকে কি লাভ? দামী কিছু তো চাই নি! একজন স্ত্রী কি তার স্বামীর কাছে এতটাই মূল্যহীন??,Psychiatrist
আমার ছেলের অনেক বুকে ব্যথা হয় কাশি দেওয়ার সময় বুকে অনেক ব্যথা করে,Cardiologist
আমি ইদানীং কেন জানি খুব বেশি রেগে যাচ্ছি কথায় কথায়!!আমি বুঝতে পারি কিন্তু নিজেকে control করতে পারি না। আর প্রচুর বিরক্ত হয়ে জাই সবার সাথে।,Psychiatrist
"আমি ভাড়ি কোনো জিনিস বহন করতে পারি না মাজা, হাত প্রচন্ড ব্যথা করে",Orthopedic
"অনেকেই বলে দুঃখের পর সুখ আসে।এটা কি সত্যি?
আর অনেকেই বলে বিশ্বাসে মেলায় বস্তু।বিশ্বাস ত আমিও করি,কিন্তু হয় ত উল্টোটা।কিভাবে পজিটিভ চিন্তা আনা যাবে,?,সবসময় নেগেটিভ চিন্তা মাথায় আসে.",Psychiatrist
আমার দাঁত ভেঙ্গে যাচ্ছে,Dentist
আমি কিছুটা সাইকো।আমি প্রায় দুই মাস যাবত মানসিক সমস্যায় ভুগছি।কার দোয়া আল্লাহ কখন কবুল করে বলা যায় না।আমি আল্লাহর কাছে মানসিক শান্তি চাই। সবাই নামাজে আমার জন্য দোয়া করবেন প্লিজ🤲,Psychiatrist
"প্রচুর রাগ হয় একটু থেকে একটু কিছু হলেই,হাতের কাছে যেটাই পাই ভেঙে ফেলি৷ এমনও অনেক সময় হয় যে কিছু না পেয়ে শরীরের জামাকাপড় টেনে ছিড়ে ফেলেছি৷",Psychiatrist
"আসসালামু আলাইকুম..
একায় কাদি একাই হাসি আবার মাঝে মাঝে একা একায় নিজের সাথে কথা বলি।।এটার কারন কি..?কিভাবে এর থেকে মুক্তি পাব",Psychiatrist
নিপল অনেক ব্যথা করে আর ফুলে গিয়েছে আর চাপ দিলে সাদা পুঁজের মত বের হয় এবং অনেক দূর্গন্ধ।,Surgery
বাচতে আর ইচ্ছা করতেছে না। একটু কেউ কথা বলবেন প্লীজ😒😒😒,Psychiatrist
আমার সবসময় মনে হয় আমাকে জ্বিন আছর করে আছে। আমি সবসময় যে কোন বিষয় নিয়ে মনে মনে ভয় পাই। বিশেষ করে রাতে মনে হয় আমাকে কে যেনো জড়িয়ে চেপে ধরে রেখেছে। আমি আতঙ্কে থাকি সবসময়। রাতে ঘুমাতে পারি না।,Psychiatrist
আমার প্রস্রাবের নালীতে অনেক অস্বস্তি লাগে আর পিরিয়ড মাসে কয়েকবারই হয়,Gynecologist
আমার মেয়ের ১৬ বছর বয়স কিন্তু ওর এখনো পিরিয়ড হচ্ছে না। আর অনেক বেশি সাদা স্রাব হয়। সাথে দুর্গন্ধও হয় অনেক,Gynecologist
আমার চোখ ফুলে লাল হয়ে যায় আর অনেক ব্যথা করে তাকিয়ে থাকতে পারি না,Ophthalmologist
আমার শরীর অনেক দূর্বল লাগে আর কথা বলতে অসুবিধা হয়।,Medicine
আমার হাঁটুতে অনেক ব্যথা করে,Orthopedic
আমি কারোও সঙ্গে বন্ধুত্ব করি না এজন্য যে আমি মনে করি তারা আমার সঙ্গে ক্ষকি করবে এ থেকে কিভাবে মুক্তি পাব,Psychiatrist
"নামাজে দাড়ালেই বা কোরআন পড়তে বসলে মাথা, ঘাড় ও চোয়াল ব্যথা অনুভব করতে থাকি।আর মনে হয় এগুলো ঠিক মতো হচ্ছে না। খুব কষ্ট হয়।এটা কি কোনো মনের সমস্যা? আমি কিকরবো ?",Psychiatrist
মাথা থেকে সুইসাইডের চিন্তা দূর করে নতুন করে বাঁচার আগ্রহ সৃষ্টি করবে এমন কিছু বই সাজেস্ট করুন।,Psychiatrist
আমার পায়ে পানি আসছে। ঠিকমত হাঁটতে পারছি না,Medicine
আমার নিয়মিত পিরিয়ড হয় না,Gynecologist
আমার বুকে ব্যথা শুরু হলে প্রায় কয়েক মিনিটের মত এই ব্যথা থাকে আর আস্তে আস্তে বাড়তে থাকে। তখন শ্বাস নিতে অনেক কষ্ট হয়।,Cardiologist
একাকিত্ব ভাল লাগছে না। কাছের মানুষ বলতে কেউ নেই। ২২ বছর বয়স তারপরও আমি সিঙ্গেল। পছন্দের মানুষের সাথে কথা না বলতে পারলে নিজেকে খুব অসহায় লাগে। বেঁচে থাকাটা অর্থহীন মনে হয়।,Psychiatrist
আমার নানুর মাথা অনেক যন্ত্রণা করে,Medicine
আমার অনেক ঠান্ডা লেগেছে সর্দি বের হচ্ছে আর তার সাথে রক্তও পরছে,Medicine
আমার সমস্যা হলো কোন মানুষ দেখলে আমার মেজাজ খারাপ হয়ে জায় আবার ভয় ওলাগে কোন কাজ করতে গেলে ভয় লাগে,Psychiatrist
আমার অনেক বেশি চিন্তা হয় অনেক ছোট ব্যাপারেও,Medicine
আমার পিরিয়ডের সময় প্রচন্ড পেট ব্যথা করে আর বমি হয়।,Gynecologist
"আমার ঠিকমত ঘুম হয় না, মাঝে মাঝে বাজে স্বপ্ন দেখি",Medicine
"পুরুষরা সৌন্দর্যের প্রতি সম্মান করেন নি, তারা এটি ব্যবহার করেছিল।",Psychiatrist
আমার পুরো শরীরে ছোট ছোট অনেক গোটা হয়েছে,Medicine
আমার মেয়ের চোখে ছানি পরেছে মাকড়শার জালের মত দেখে। ঠিকমত দেখতে পারে না,Ophthalmologist
আমার মাথায় অনেক শুষ্ক খুশকি আর মাথা অনেক আঠালো হয়ে যায় আর অনেক চুল্কায়,Skin
আমার মেয়ে কিছুক্ষন হাঁটলে হাঁপাতে থাকে। ঠিকমত শ্বাস নিতে পারে না,Cardiologist
আমার খাবার চাবাতে গেলে গলা অনেক ব্যথা করে।,ENT
আমার বাচ্চার অনেক পাতলা পায়খানা হচ্ছে একদম পানির মত,Medicine
আমার বোনের নিপল অনেক চুল্কায়,Surgery
আমার বোনের পিরিয়ডের সময় অতিরিক্ত রক্তক্ষরণ হয়,Gynecologist
"""মানুষকে দোষারোপ করো না হতাশ হওয়ার জন্য বরং নিজেকে দোষারোপ করো বেশি প্রত্যাশার জন্য""",Psychiatrist
আমার পায়ের গোরালি অনেক ব্যথা করে,Orthopedic
"প্রচুর ঘুমানোর পরও ঘুমে তৃপ্তি পাই না, মনে হলো মাত্রই ঘুমালাম। দিনে অনেক সময় ১০ ঘন্টার ও বেশি ঘুমেই কেটে যায়,বেশিরভাগ ৮/৯ ঘন্টা। এতো ঘুমানোর কারণে সারাদিন শরীর টায়ার্ড লাগে।এমতাবস্থায় কি করতে পারি?",Psychiatrist
"মনের মধ্যে মনযোগ খুব কম আসে যখন ক্রিয়েটিভ কোনোকিছু বা ক্রিটিকাল থিংকিং করতে হয়,ফোকাস খুব কম আসে,একাগ্রতা থাকে না। সামাজিক পরিবেশে জনাকীর্ণ জায়গায় হাটা ছড়া করলে মাঝে মধ্যে ঘাবড়ে যাই।",Psychiatrist
আমার শরীরের জয়েন্টে অনেক ব্যথা করে।,Orthopedic
ওসিডি থেকে সুস্থ হওয়ার জন্য সাইক্রিয়াটিস্ট নাকি সাইকোজিস্ট দেখালে ভালো হবে?,Psychiatrist
আমার প্রায় চার দিন ধরে অনেক কান ব্যথা।,ENT
আমার ঘাড় ব্যথা করে আরহঠাৎ করে প্রেসার বেড়ে যায়,Medicine
আমার প্রায় এক সপ্তাহ ধরে কাশি আর সাথে কফ বের হয়। কফের সাথে রক্ত বের হয়।,Medicine
আমার ছেলের সারা শরীর অনেক ব্যথা করে আর একেক সময় একেক জায়গায় ব্যথা করে। ,Medicine
আমাদের বাসায় সবার ডায়রিয়া হয়েছে কিন্তু কোন ওষুধ কাজ করছে না,Medicine
আমি কিছু নির্দিষ্ট শব্দ শুনতে পাই না।,ENT
আমার মা অতিরিক্ত দুশ্চিন্তা করে বিভিন্ন কারণে অনেক ট্যাবলেট খেলেও ঘুম হয় না দুইটা / তিনটা/চারটা বেজে যায় দয়া করে পরামর্শ চাই এজন্য।সারারাত টেনশন করে।,Psychiatrist
রোদে যাওয়ার সাথে সাথে আমার মাথা ধরে যায়,Medicine
"প্রচন্ড ডিপ্রেশনে ভুগছি। রাতে ঠিক মতো ঘুমাতে পারছিনা, অনেক বেশি অভারথিংকিং করছি। চেহেরাছবিও খারাপ হয়ে যাচ্ছে।",Psychiatrist
বিয়ের আগেও পারিবারিক কিছু ইস্যুতে এরকম হত তবে অল্প এখন আর সহ্য করতে পারিনা গলা শুকিয়ে যায়৷,Psychiatrist
আমার রঙ চিনতে অসুবিধা হয়।,Ophthalmologist
"আমার ডিপ্রেশনে সারাদিনে চোখে মধ্যে পানি লেগেই থাকে। নামাজ পাড়তে পড়তেও কাদি, কিছু ভাল লাগেনা",Psychiatrist
"আমার নাক, গাল, থুতনি আর কপালে চুল্কায় আর লাল হয়ে যায়।",Medicine
আমি অনেক খারাপ ও দুঃখী দুঃখী অনুভব করছি ! কিন্তু কেন ?,Psychiatrist
"বিয়ের ৫ মাস হলো, নিজের বউ থাকার পরও আরেকটা মেয়ের প্রতি আসক্ত হয়ে গেছি। যদিও আমাদের লাভ ম্যারেজ ছিলো। এই আসক্তির নেশা থেকে পরিত্রাণের উপায় কি? ট্রল না করে সুপরামর্শ দিন।",Psychiatrist
যার জন্য তুমি আত্মহত্যা করতে চাও সে তোমার লাস টাও দেখতে আসবেনা ফেঁসে যাওয়ার ভয়ে।,Psychiatrist
আমার মায়ের অনেক দুর্বল লাগে আর বমি বমি ভাব হয়। অস্থিরতা কাজ করে। চোখ ফুলে যায়।,Medicine
"২।ঘরের ভিতরে ফেসবুকের পাসওয়াড পরিবর্তন করছি,সন্দেহ হয় যে কেউ না কেউ জানালা কিংবা অন্য কিছু দিয়ে দেখছে।",Psychiatrist
আমার চোখ শুকিয়ে আসে আর আঠালো লাগে,Ophthalmologist
ডিপ্রেশনের লাষ্ট স্টেজে আছি 😟 জানি নাহ কখন কি হয়ে যাবে 😔,Psychiatrist
আমার কান থেকে সাদা পুঁজের মত বের হচ্ছে আর অনেক ব্যথা করছে,ENT
আমার সারা শরীরে বিচির মত গোটা উঠেছে আর এগুলো খুব চুল্কায়,Skin
আমার অনেক হাঁটুতে অনেক ব্যথা করে,Medicine
"আকুতি মিনতি করে কারো ভালোবাসা পাওয়া যায় না। অথচ সৃষ্টিকর্তার নিকট চেয়ে দেখুন, যা চাইবেন তারও অধিক পাবেন।",Psychiatrist
